word,idf
评出,3.7003
即可,3.7003
住,3.7003
半瓶,3.7003
说不出,3.7003
脂类,3.7003
有型,3.7003
真多,3.7003
抹上去,3.7003
耶,3.7003
塑封,3.7003
合景,3.7003
攻路,3.7003
拉,3.7003
气垫,3.7003
着用,3.7003
洗起来,3.7003
冷,3.7003
第一瓶,3.7003
手术,3.7003
天然,3.7003
年轻人,3.7003
流动性,3.7003
撑不住,3.7003
漏出,3.7003
评用,3.7003
弃用,3.7003
安利,3.7003
历经,3.7003
如果说,3.7003
价钱,3.7003
顺便,3.7003
会员,3.7003
还出,3.7003
惊,3.7003
海洋,3.7003
咯,3.7003
功能,3.7003
淡香,3.7003
反感,3.7003
完,3.7003
这块,3.7003
很软,3.7003
超好,3.7003
三个,3.7003
很棒,3.7003
忍,3.7003
明显改善,3.7003
二倍,3.7003
利于,3.7003
要长,3.7003
老人,3.7003
扑面而来,3.7003
体会,3.7003
波,3.7003
知足,3.7003
造型,3.7003
生产日期,3.7003
奈斯,3.7003
抖,3.7003
改成,3.7003
软塌,3.7003
一层,3.7003
斑秃,3.7003
不腻,3.7003
不死心,3.7003
紧贴着,3.7003
小瓶,3.7003
p1p2,3.7003
到货,3.7003
改善,3.7003
42,3.7003
高考,3.7003
清洁度,3.7003
分泌,3.7003
别信哈,3.7003
性价比,3.7003
搜,3.7003
了头,3.7003
橘色,3.7003
太顺,3.7003
期望值,3.7003
早上,3.7003
没油,3.7003
停留,3.7003
没话说,3.7003
没长,3.7003
发消息,3.7003
身边,3.7003
该用,3.7003
不油,3.7003
发亮,3.7003
拍来,3.7003
你家,3.7003
赠品,3.7003
初恋,3.7003
塌发,3.7003
抗油,3.7003
评,3.7003
锁住,3.7003
女儿,3.7003
早点儿,3.7003
两下,3.7003
办法,3.7003
别家,3.7003
效,3.7003
话,3.7003
接近,3.7003
咋行,3.7003
冰淇淋,3.7003
用用,3.7003
好几年,3.7003
添加,3.7003
稀缺,3.7003
ml,3.7003
上看,3.7003
卡,3.7003
领,3.7003
要死,3.7003
不行,3.7003
洗发露,3.7003
味道不好,3.7003
91,3.7003
超赞,3.7003
美观,3.7003
清洁,3.7003
迹象,3.7003
行,3.7003
实体,3.7003
扁扁腻腻,3.7003
宿舍,3.7003
良心,3.7003
俩次,3.7003
身体,3.7003
发是,3.7003
哇塞,3.7003
赞点,3.7003
qi,3.7003
认定,3.7003
生长,3.7003
花,3.7003
家姐,3.7003
洗发水,3.7003
油发质,3.7003
开来,3.7003
四口,3.7003
一生,3.7003
刺痛,3.7003
里,3.7003
细小,3.7003
地好,3.7003
一流,3.7003
保养,3.7003
这样的话,3.7003
自然,3.7003
派送,3.7003
净,3.7003
沉浸,3.7003
财源滚滚,3.7003
增资,3.7003
光顾,3.7003
大拇指,3.7003
撇,3.7003
修复,3.7003
很久没,3.7003
700,3.7003
一大半,3.7003
发尾,3.7003
11,3.7003
17,3.7003
油污,3.7003
yydd,3.7003
蹋,3.7003
抹点,3.7003
慌,3.7003
满意,3.7003
两三天,3.7003
中午,3.7003
完身,3.7003
屯,3.7003
第三,3.7003
丢掉,3.7003
佳,3.7003
莲松,3.7003
槽,3.7003
扎,3.7003
员,3.7003
光泽度,3.7003
四件,3.7003
冼发水,3.7003
无视,3.7003
的的,3.7003
补偿,3.7003
